platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length,date,time,views_s,likes_s,engagement_rate_s,video_length_s
YouTube,image,2023-01-05 14:00:00,14,Friday,Brazil,Music,Top 10 Facts,3,111,#travel #explore,3401448,2469,419,67,90,130857,0.020067554,positive,0,0,2023-01-05,14:00:00,0.2609650303628586,0.4842125907040596,7.739371896267139e-06,0.0
Twitter,image,2023-04-16 19:00:00,19,Tuesday,Japan,Travel,Backpacking Asia,2,27,#backpacking #travelgram,2718216,5008,752,236,755,100160,0.059893571,neutral,1,0,2023-04-16,19:00:00,0.19974672689381476,0.9821533634045891,3.96259600928034e-05,0.0
LinkedIn,image,2022-09-12 21:00:00,21,Wednesday,UK,Travel,Luxury Travel Destinations,3,11,#travel #explore,813240,3722,1748,427,666,279150,0.017248729,mixed,1,0,2022-09-12,21:00:00,0.5567022645008824,0.7299470484408708,5.482487609467849e-06,0.0
Twitter,story,2022-03-14 10:00:00,10,Thursday,UK,Health,Daily Fitness Routine,2,177,#healthy #habits,1849628,4569,1031,315,739,205605,0.027348424,positive,1,10,2022-03-14,10:00:00,0.4100332047025038,0.8960580505981565,1.3568779928772998e-05,0.016666666666666666
Facebook,article,2023-09-25 06:00:00,6,Wednesday,Japan,Music,Behind the Scenes,3,248,#news #update,9331482,3258,1545,67,189,81450,0.043142503,neutral,0,0,2023-09-25,06:00:00,0.16243381495109038,0.6389488134928417,2.621426473877952e-05,0.0
LinkedIn,video,2022-01-05 12:00:00,12,Sunday,Japan,Technology,Fitness Motivation,2,222,#funny #viral,9118309,4896,939,120,473,274176,0.020019914,positive,1,129,2022-01-05,12:00:00,0.5467827335546981,0.9601882722102373,7.701229064618091e-06,0.21500000000000002
Facebook,live,2024-01-24 09:00:00,9,Wednesday,UK,Fashion,Summer Outfit Trends,2,101,#streetwear #style,7135696,640,1661,14,490,56960,0.020083917,neutral,0,44,2024-01-24,09:00:00,0.11359398526229722,0.12551480682486763,7.752472886071363e-06,0.07333333333333333
TikTok,reel,2023-01-24 16:00:00,16,Tuesday,Canada,Fashion,Casual Style Hacks,2,103,#streetwear #style,3636185,3030,1773,106,499,115140,0.031569988,negative,0,41,2023-01-24,16:00:00,0.22962098776511414,0.5942341635614826,1.6948763240017067e-05,0.06833333333333334
YouTube,poll,2023-12-01 01:00:00,1,Thursday,Japan,Gaming,Epic Gaming Moments,3,246,#gamers #play,268106,4026,1414,306,300,217404,0.021305858,mixed,1,12,2023-12-01,01:00:00,0.43356367226061204,0.7895665816826829,8.730816501689859e-06,0.02
Instagram,live,2023-08-20 15:00:00,15,Wednesday,Brazil,Gaming,Epic Gaming Moments,3,255,#pcgames #gamerlife,2816814,1679,1409,261,658,142715,0.018203986,neutral,0,54,2023-08-20,15:00:00,0.2846131602301395,0.32928025102961367,6.247311432569681e-06,0.09000000000000001
YouTube,video,2022-05-22 15:00:00,15,Thursday,US,Sports,Olympics Moments,2,88,#sports #football,2125317,2287,158,118,750,132646,0.023784933,positive,1,577,2022-05-22,15:00:00,0.2645327908901453,0.44851931751323787,1.0715680909128048e-05,0.9616666666666668
Twitter,poll,2022-01-12 05:00:00,5,Thursday,Japan,Music,Funny Moments,2,211,#fashion #ootd,9807126,2510,933,184,419,235940,0.013193976,positive,0,11,2022-01-12,05:00:00,0.4705295801050984,0.4922533830162777,2.2360610549452083e-06,0.018333333333333333
Facebook,video,2024-06-24 03:00:00,3,Tuesday,UK,Education,Funny Moments,2,227,#news #update,9707400,4681,17,195,183,463419,0.010916663,negative,1,97,2024-06-24,03:00:00,0.9241855873642646,0.9180231417925083,4.1273682381211374e-07,0.16166666666666668
LinkedIn,video,2022-08-21 02:00:00,2,Sunday,Australia,Music,Funny Moments,2,212,#fitness #motivation,7552382,3399,1848,227,257,299112,0.012981716,neutral,1,438,2022-08-21,02:00:00,0.5965120105297795,0.6666012943714453,2.066115684545836e-06,0.7300000000000001
Instagram,carousel,2024-02-06 15:00:00,15,Tuesday,Germany,News,Life Hacks,2,35,#news #update,2148177,136,1676,464,726,9520,0.139271085,negative,0,7,2024-02-06,15:00:00,0.01898551158176035,0.02667189645028437,0.0001031793428220578,0.011666666666666667
LinkedIn,story,2024-01-03 21:00:00,21,Friday,US,Sports,Olympics Moments,3,48,#sports #football,9067839,3263,1534,63,203,257777,0.013690074,negative,1,14,2024-01-03,21:00:00,0.5140785944339745,0.639929397921161,2.6332605195847495e-06,0.023333333333333334
Twitter,carousel,2024-05-14 01:00:00,1,Tuesday,Germany,Education,Funny Moments,2,258,#travel #explore,696898,1781,1566,269,640,101517,0.026497764,mixed,0,18,2024-05-14,01:00:00,0.20245296000478627,0.3492841733673269,1.288770139874411e-05,0.030000000000000002
Facebook,image,2022-02-08 06:00:00,6,Sunday,US,News,Breaking News,2,234,#music #trending,4313197,1115,1560,92,173,68015,0.020289344,positive,0,0,2022-02-08,06:00:00,0.13564071115897375,0.21867032751519905,7.91694743429068e-06,0.0
Twitter,story,2023-11-01 10:00:00,10,Friday,Brazil,Fashion,Streetwear Collection 2024,2,275,#casualstyle #fashionblog,3607945,630,875,318,298,42210,0.029518372,neutral,1,10,2023-11-01,10:00:00,0.08417840796912861,0.12355363796822906,1.5306142675439265e-05,0.016666666666666666
YouTube,image,2024-08-12 15:00:00,15,Sunday,Japan,Education,Daily Vlog,2,179,#travel #explore,5122865,263,539,231,227,8153,0.08842286,neutral,0,0,2024-08-12,15:00:00,0.01625933570652228,0.05157874092959404,6.246785487437226e-05,0.0
Facebook,story,2024-01-05 10:00:00,10,Wednesday,UK,Gaming,Beginner’s Guide to eSports,2,263,#gamers #play,1847394,5015,1076,515,380,115345,0.051237147,neutral,1,27,2024-01-05,10:00:00,0.2300298144325785,0.9835261816042361,3.269521862943755e-05,0.045000000000000005
TikTok,video,2022-08-21 06:00:00,6,Wednesday,US,Sports,Top Football Highlights,2,15,#olympics #sports,4591282,1595,20,222,306,151525,0.014010797,negative,0,104,2022-08-21,06:00:00,0.30218273554897446,0.3128064326338498,2.890046485054451e-06,0.17333333333333334
Instagram,carousel,2023-01-31 08:00:00,8,Tuesday,Germany,Fashion,Streetwear Collection 2024,2,99,#fashion #ootd,2177545,1928,370,12,896,140744,0.020149917,negative,0,20,2023-01-31,08:00:00,0.28068244139320153,0.3781133555599137,7.805315599942836e-06,0.03333333333333333
TikTok,video,2024-01-04 14:00:00,14,Monday,India,News,Movie Review,2,172,#music #trending,5388978,4676,394,325,761,317968,0.018121263,positive,1,162,2024-01-04,14:00:00,0.6341160868307957,0.917042557364189,6.181079495909229e-06,0.27
LinkedIn,story,2022-09-29 15:00:00,15,Wednesday,India,Music,Tech Review,2,124,#fitness #motivation,4060942,949,226,104,354,75920,0.018532422,positive,0,6,2022-09-29,15:00:00,0.15140546631168547,0.18611492449499903,6.5102727897377255e-06,0.01
YouTube,poll,2023-07-08 06:00:00,6,Monday,Australia,Gaming,Epic Gaming Moments,2,272,#gamers #play,3328394,5010,580,68,378,145290,0.037552223,neutral,1,59,2023-07-08,06:00:00,0.28974842202877743,0.9825455971759168,2.173842282209142e-05,0.09833333333333334
TikTok,poll,2023-07-11 10:00:00,10,Friday,Australia,Music,Fitness Motivation,2,266,#fashion #ootd,7459566,4803,223,115,471,451482,0.011936219,positive,1,10,2023-07-11,10:00:00,0.9003799096592779,0.9419494018434987,1.2290414599324598e-06,0.016666666666666666
Instagram,article,2022-03-09 02:00:00,2,Sunday,US,Comedy,Breaking News,2,41,#news #update,7303555,3653,1033,425,715,317811,0.015081243,negative,1,0,2022-03-09,02:00:00,0.6338029854318108,0.7164149833300647,3.7470960561584208e-06,0.0
Facebook,live,2023-09-21 02:00:00,2,Saturday,Germany,Music,Exploring New Trends,3,140,#funny #viral,6234780,178,1293,174,130,7120,0.067687123,neutral,0,58,2023-09-21,02:00:00,0.014199248157787153,0.034908805648166306,4.586584552277979e-05,0.09666666666666668
Instagram,live,2022-09-30 13:00:00,13,Monday,Germany,Technology,Fitness Motivation,2,150,#education #learning,786107,4517,1952,366,33,392979,0.012509542,positive,1,52,2022-09-30,13:00:00,0.7837087558706513,0.885859972543636,1.6880709030375236e-06,0.08666666666666667
Twitter,carousel,2024-01-18 23:00:00,23,Tuesday,Germany,Education,Travel Diary,2,283,#tech #review,1180469,2851,1322,0,733,179613,0.019953901,negative,0,29,2024-01-18,23:00:00,0.3581979718208741,0.5591292410276525,7.648375942333281e-06,0.04833333333333334
Instagram,poll,2022-03-15 02:00:00,2,Tuesday,India,Health,Healthy Eating Habits,2,125,#healthy #habits,6220800,3113,1961,154,114,289509,0.011678353,negative,1,17,2022-03-15,02:00:00,0.5773609740046068,0.6105118650715826,1.022581774247898e-06,0.028333333333333335
LinkedIn,story,2024-07-26 15:00:00,15,Tuesday,UK,Gaming,Beginner’s Guide to eSports,2,182,#vr #gamingcommunity,943305,260,1642,185,9,16380,0.027715036,mixed,0,23,2024-07-26,15:00:00,0.03266624786861707,0.05099039027260247,1.3862306792679787e-05,0.03833333333333334
Instagram,story,2023-08-16 02:00:00,2,Monday,Australia,Music,Breaking News,2,53,#fitness #motivation,1764833,4938,942,484,396,148140,0.039273395,mixed,1,52,2023-08-16,02:00:00,0.2954321098447456,0.9684251814081192,2.3116474329963992e-05,0.08666666666666667
Facebook,article,2024-04-18 10:00:00,10,Sunday,Japan,Travel,Top Beaches to Visit,2,194,#backpacking #travelgram,4101167,4939,1186,514,39,276584,0.019856464,neutral,1,0,2024-04-18,10:00:00,0.5515849511900844,0.9686212982937831,7.570363283068211e-06,0.0
LinkedIn,poll,2024-06-12 06:00:00,6,Wednesday,Canada,Music,Movie Review,2,224,#travel #explore,8257535,3005,1265,112,530,294490,0.01238408,mixed,1,25,2024-06-12,06:00:00,0.5872944648857779,0.5893312414198862,1.5876201065565732e-06,0.04166666666666667
LinkedIn,carousel,2023-04-07 09:00:00,9,Sunday,US,Gaming,Top 10 PC Games 2024,2,175,#gaming #esports,6819384,4745,1920,42,1014,427050,0.013583858,neutral,1,12,2023-04-07,09:00:00,0.8516557480032307,0.9305746224749951,2.548218978727595e-06,0.02
Twitter,reel,2022-09-27 15:00:00,15,Friday,UK,Fashion,Summer Outfit Trends,3,210,#streetwear #style,3943474,1557,1960,52,104,66951,0.025585494,mixed,0,64,2022-09-27,15:00:00,0.1335188010410123,0.30535399097862326,1.215729499596338e-05,0.10666666666666667
Twitter,live,2023-03-07 08:00:00,8,Sunday,Japan,Technology,Exploring New Trends,3,173,#funny #viral,981031,532,1490,327,300,35112,0.033007718,positive,0,48,2023-03-07,08:00:00,0.07002303389272788,0.10433418317317121,1.80998777099327e-05,0.08
TikTok,image,2022-11-15 13:00:00,13,Friday,UK,Sports,Cricket World Cup Updates,2,178,#basketball #training,4979529,1386,1103,39,42,91476,0.016036818,positive,0,0,2022-11-15,13:00:00,0.1824284304047384,0.27181800353010394,4.512174485063456e-06,0.0
LinkedIn,image,2022-03-16 01:00:00,1,Monday,Canada,News,Behind the Scenes,3,114,#music #trending,4504158,1233,1821,244,394,92475,0.020232276,negative,0,0,2022-03-16,01:00:00,0.18442071255496725,0.24181212002353403,7.871256101029812e-06,0.0
Instagram,article,2024-04-14 20:00:00,20,Tuesday,Germany,News,Top 10 Facts,3,144,#education #learning,9169506,3097,781,0,762,92910,0.041534372,positive,0,0,2024-04-14,20:00:00,0.1852882228005624,0.607373994900961,2.492671918876672e-05,0.0
Twitter,video,2024-08-27 18:00:00,18,Friday,Germany,Health,Healthy Eating Habits,2,92,#fitness #lifestyle,8848092,890,225,94,314,55180,0.023522589,mixed,0,560,2024-08-27,18:00:00,0.11004417322285043,0.17454402824083154,1.0505635925372023e-05,0.9333333333333333
Instagram,reel,2024-10-06 00:00:00,0,Sunday,India,Health,Daily Fitness Routine,2,173,#health #wellness,2156387,536,863,22,480,12328,0.084191743,mixed,0,52,2024-10-06,00:00:00,0.02458543978780899,0.10511865071582663,5.9080222980618883e-05,0.08666666666666667
YouTube,story,2024-06-26 22:00:00,22,Tuesday,UK,Education,Breaking News,2,250,#news #update,1926908,2574,276,96,99,244530,0.011323718,negative,0,5,2024-06-26,22:00:00,0.48766041461006915,0.5048048636987644,7.386442616144203e-07,0.008333333333333333
Facebook,video,2022-07-12 04:00:00,4,Tuesday,US,Technology,Exploring New Trends,3,178,#news #update,1932802,253,1018,92,290,14168,0.044816148,positive,0,261,2022-07-12,04:00:00,0.028254908412855106,0.04961757207295548,2.7554263888134374e-05,0.43500000000000005
Facebook,live,2022-04-25 12:00:00,12,Saturday,Germany,Technology,Funny Moments,2,252,#funny #viral,7259262,2271,1750,51,289,170325,0.015329427,negative,0,41,2022-04-25,12:00:00,0.33967513237009783,0.4453814473426162,3.9458038758474736e-06,0.06833333333333334
LinkedIn,poll,2024-06-11 01:00:00,1,Saturday,US,Health,Mindfulness & Meditation,2,112,#fitness #lifestyle,2138974,423,541,137,329,38493,0.023094508,neutral,0,25,2024-06-11,01:00:00,0.07676568249125011,0.08295744263581094,1.0162894079965754e-05,0.04166666666666667
Twitter,story,2024-08-06 22:00:00,22,Tuesday,US,Education,Top 10 Facts,3,100,#fashion #ootd,8091668,68,1699,77,358,6664,0.075468867,neutral,0,47,2024-08-06,22:00:00,0.013289858107232244,0.013335948225142185,5.209627691085625e-05,0.07833333333333334
Twitter,article,2022-09-18 06:00:00,6,Monday,Japan,Health,Healthy Eating Habits,3,213,#health #wellness,6727508,233,530,87,260,17009,0.03409759,neutral,0,0,2022-09-18,06:00:00,0.03392064774098338,0.045695234359678365,1.897248065315284e-05,0.0
LinkedIn,image,2023-05-03 10:00:00,10,Sunday,UK,Gaming,Top 10 PC Games 2024,3,237,#vr #gamingcommunity,686852,2325,982,54,288,172050,0.015501218,negative,0,0,2023-05-03,10:00:00,0.34311525920607855,0.4559717591684644,4.083347855524658e-06,0.0
Twitter,article,2024-02-17 19:00:00,19,Friday,UK,Gaming,Top 10 PC Games 2024,2,26,#gaming #esports,7606869,282,1504,88,312,17484,0.039004861,neutral,0,0,2024-02-17,19:00:00,0.03486792904364474,0.0553049617572073,2.2901473340164573e-05,0.0
LinkedIn,reel,2024-07-06 12:00:00,12,Tuesday,UK,Gaming,Virtual Reality Adventures,2,12,#pcgames #gamerlife,903913,2503,26,66,44,62575,0.041757223,negative,0,54,2024-07-06,12:00:00,0.12479184739796784,0.4908805648166307,2.5105144213448106e-05,0.09000000000000001
Facebook,reel,2023-06-20 02:00:00,2,Friday,Brazil,Gaming,Epic Gaming Moments,3,113,#gamers #play,3049012,4863,315,241,747,481437,0.012153174,positive,1,68,2023-06-20,02:00:00,0.9601184600197434,0.95371641498333,1.4027458688413274e-06,0.11333333333333334
YouTube,live,2024-04-29 23:00:00,23,Monday,Germany,News,Travel Diary,2,100,#sports #highlights,2032358,2326,484,154,29,113974,0.022013599,neutral,0,50,2024-04-29,23:00:00,0.22729566145163382,0.45616787605412823,9.297467337418792e-06,0.08333333333333334
Twitter,poll,2023-03-05 02:00:00,2,Sunday,Japan,Travel,Top Beaches to Visit,2,34,#wanderlust #adventure,8299355,481,454,313,317,40404,0.027496597,mixed,0,50,2023-03-05,02:00:00,0.08057674474258877,0.09433222200431457,1.3687414223355995e-05,0.08333333333333334
LinkedIn,video,2024-10-27 16:00:00,16,Tuesday,Canada,Fashion,Streetwear Collection 2024,2,292,#fashion #ootd,3423822,3473,1181,244,78,201434,0.018839824,mixed,1,412,2024-10-27,16:00:00,0.4017150777269238,0.6811139439105707,6.756393334124368e-06,0.6866666666666668
TikTok,live,2022-03-14 13:00:00,13,Tuesday,Japan,Fashion,Casual Style Hacks,2,230,#fashion #ootd,5644523,2964,1956,192,360,115596,0.030416014,mixed,0,17,2022-03-14,13:00:00,0.23053037781566904,0.5812904491076681,1.6024837211272844e-05,0.028333333333333335
Facebook,video,2024-04-27 14:00:00,14,Wednesday,Germany,Gaming,Epic Gaming Moments,2,213,#vr #gamingcommunity,3099867,2793,78,213,312,229026,0.014487375,negative,1,257,2024-04-27,14:00:00,0.45674115289120226,0.5477544616591489,3.271617316742913e-06,0.42833333333333334
TikTok,live,2023-07-20 00:00:00,0,Monday,India,Technology,Top 10 Facts,3,159,#tech #review,3323375,913,18,128,467,78518,0.019205543,neutral,0,47,2023-07-20,00:00:00,0.15658659646813647,0.1790547166111002,7.0492052200995315e-06,0.07833333333333334
Facebook,video,2024-04-21 05:00:00,5,Thursday,Brazil,Music,Movie Review,2,76,#tech #review,1237151,1692,1120,263,657,155664,0.016779623,positive,0,112,2024-04-21,05:00:00,0.31043704567890157,0.33182977054324375,5.106899213507379e-06,0.18666666666666668
YouTube,poll,2022-05-05 00:00:00,0,Wednesday,UK,Music,Movie Review,2,203,#fashion #ootd,1048491,3326,156,254,66,315970,0.011539034,mixed,1,45,2022-05-05,00:00:00,0.630131522530338,0.6522847617179839,9.110364097954788e-07,0.07500000000000001
Instagram,article,2023-09-02 11:00:00,11,Sunday,Canada,Health,Daily Fitness Routine,2,286,#fitness #lifestyle,5333521,841,943,296,238,68121,0.020184375,mixed,0,0,2023-09-02,11:00:00,0.13585210446019924,0.1649343008433026,7.832904300466822e-06,0.0
Instagram,poll,2022-02-04 22:00:00,22,Friday,Brazil,Gaming,Virtual Reality Adventures,2,120,#vr #gamingcommunity,4395488,4659,1929,295,746,447264,0.012744123,mixed,1,58,2022-02-04,22:00:00,0.8919680516916451,0.9137085703079035,1.8758875191387934e-06,0.09666666666666668
LinkedIn,reel,2022-12-18 20:00:00,20,Tuesday,Japan,Education,Travel Diary,2,155,#news #update,1893106,887,1595,295,249,41689,0.034324778,negative,0,49,2022-12-18,20:00:00,0.0831393899508411,0.17395567758383995,1.9154378084653327e-05,0.08166666666666667
YouTube,reel,2022-09-16 15:00:00,15,Monday,US,Travel,Luxury Travel Destinations,3,195,#travel #explore,9391605,4056,302,310,306,141960,0.032910447,negative,1,44,2022-09-16,15:00:00,0.2831074815280146,0.7954500882525986,1.8021997958099488e-05,0.07333333333333333
Facebook,article,2024-07-17 08:00:00,8,Friday,UK,Comedy,Funny Moments,2,135,#travel #explore,7319523,3578,1273,233,264,271928,0.014985529,negative,1,0,2024-07-17,08:00:00,0.5422996001475765,0.7017062169052756,3.670462911984268e-06,0.0
Instagram,live,2024-01-01 18:00:00,18,Wednesday,Brazil,News,Breaking News,2,211,#tech #review,204517,2508,286,383,280,248292,0.012771202,negative,0,19,2024-01-01,18:00:00,0.49516288252714713,0.49186114924495,1.8975682441225147e-06,0.03166666666666667
Facebook,carousel,2023-11-12 10:00:00,10,Friday,India,Travel,Top Beaches to Visit,2,49,#backpacking #travelgram,2593544,3600,1508,86,77,288000,0.013065927,positive,1,25,2023-11-12,10:00:00,0.5743516108767837,0.7060207883898804,2.1335389842099345e-06,0.04166666666666667
Twitter,image,2024-08-07 02:00:00,2,Tuesday,UK,Education,Life Hacks,2,54,#fitness #motivation,5402586,3456,142,241,61,311040,0.012082008,negative,1,0,2024-08-07,02:00:00,0.6202997397469263,0.6777799568542852,1.345767011638644e-06,0.0
Instagram,article,2022-10-20 06:00:00,6,Wednesday,Australia,Travel,Top Beaches to Visit,2,264,#travel #explore,8634178,5046,1521,492,32,403680,0.013798024,positive,1,0,2022-10-20,06:00:00,0.8050495079122918,0.9896058050598157,2.7196903826518025e-06,0.0
TikTok,poll,2022-11-18 20:00:00,20,Friday,US,Comedy,Behind the Scenes,3,150,#fashion #ootd,8798066,2019,541,139,162,145368,0.015959386,positive,0,43,2022-11-18,20:00:00,0.28990397559005654,0.39595999215532457,4.450178772631699e-06,0.07166666666666667
TikTok,live,2022-04-01 06:00:00,6,Tuesday,Australia,Sports,Top Football Highlights,2,275,#cricket #worldcup,895738,4626,1594,327,778,259056,0.022122544,mixed,1,40,2022-04-01,06:00:00,0.5166292739836669,0.9072367130809963,9.38469384442982e-06,0.06666666666666667
Facebook,carousel,2023-12-10 03:00:00,3,Wednesday,US,Gaming,Top 10 PC Games 2024,2,19,#vr #gamingcommunity,9054530,1138,595,74,174,40968,0.033830457,negative,0,6,2023-12-10,03:00:00,0.08170151664722247,0.22318101588546774,1.8758601370052414e-05,0.01
YouTube,poll,2023-03-09 15:00:00,15,Monday,Australia,Education,Fitness Motivation,2,132,#fashion #ootd,6468505,3470,1917,253,42,131860,0.028552794,neutral,0,7,2023-03-09,15:00:00,0.26296528961879406,0.6805255932535791,1.4533055372793986e-05,0.011666666666666667
LinkedIn,article,2023-02-20 04:00:00,4,Friday,US,Fashion,Best Evening Dresses,2,105,#streetwear #style,262435,1782,1724,203,271,156816,0.014386195,mixed,0,0,2023-02-20,04:00:00,0.3127344521224087,0.34948029025299077,3.190607835083586e-06,0.0
LinkedIn,poll,2024-01-13 15:00:00,15,Tuesday,India,Gaming,Beginner’s Guide to eSports,3,26,#pcgames #gamerlife,6783664,4423,1272,348,0,207881,0.02295052,neutral,1,24,2024-01-13,15:00:00,0.41457217784957173,0.8674249852912336,1.0047610493830516e-05,0.04
